CustomerID,InvoiceDate,Recency,Frequency,MonetaryValue,Cluster,Segment
12534.0,2023-08-01 10:26:00,730,1,1089.18,0,Occasional
12535.0,2023-06-06 12:47:00,786,1,371.45,0,Occasional
12539.0,2023-03-22 16:00:00,862,3,4517.69,0,Occasional
12540.0,2023-07-25 10:01:00,737,9,8277.53,0,Occasional
12541.0,2023-06-19 15:59:00,773,2,536.14,0,Occasional
12545.0,2023-03-25 12:04:00,859,1,628.15,0,Occasional
12547.0,2023-05-26 12:38:00,797,2,207.79999999999998,0,Occasional
12548.0,2023-06-26 15:35:00,766,1,95.19999999999999,0,Occasional
12551.0,2022-12-17 11:23:00,957,1,168.0,0,Occasional
12553.0,2023-07-08 12:00:00,754,6,2019.3700000000001,0,Occasional
12556.0,2023-07-11 13:35:00,751,1,312.9,0,Occasional
12557.0,2023-07-04 13:19:00,758,4,9000.960000000001,0,Occasional
12559.0,2023-02-02 09:49:00,910,2,561.71,0,Occasional
12560.0,2023-07-19 15:55:00,743,1,1292.31,0,Occasional
12561.0,2023-02-10 11:39:00,902,1,238.85,0,Occasional
12562.0,2023-06-16 15:22:00,776,2,955.23,0,Occasional
12564.0,2023-03-23 14:55:00,861,1,456.9,0,Occasional
12565.0,2023-02-24 10:34:00,888,1,145.92,0,Occasional
12567.0,2023-06-13 09:55:00,779,7,6107.1,0,Occasional
12569.0,2023-07-19 12:38:00,743,9,1567.99,0,Occasional
12573.0,2023-04-26 15:52:00,827,1,160.54000000000002,0,Occasional
12574.0,2023-01-28 09:20:00,915,1,218.45,0,Occasional
12576.0,2023-07-13 10:02:00,749,3,660.85,0,Occasional
12577.0,2022-12-15 16:21:00,959,1,195.89,0,Occasional
12578.0,2023-01-13 15:34:00,930,1,1608.66,0,Occasional
12580.0,2023-04-07 10:24:00,846,1,415.7,0,Occasional
12582.0,2023-04-15 08:45:00,838,2,511.36,0,Occasional
12583.0,2023-07-08 12:22:00,754,8,3989.1099999999997,0,Occasional
12584.0,2023-07-26 12:04:00,736,3,769.84,0,Occasional
12585.0,2023-04-19 13:39:00,834,2,2040.1,0,Occasional
12589.0,2023-07-18 12:05:00,744,1,131.5,0,Occasional
12590.0,2023-05-12 14:52:00,811,2,9864.26,0,Occasional
12591.0,2023-01-26 14:35:00,917,1,452.84999999999997,0,Occasional
12592.0,2023-05-10 13:44:00,813,1,231.8,0,Occasional
12593.0,2023-08-02 09:55:00,729,2,321.8,0,Occasional
12594.0,2023-06-09 10:05:00,783,7,1807.95,0,Occasional
12596.0,2023-04-11 13:22:00,842,1,269.95,0,Occasional
12597.0,2023-06-09 16:04:00,783,2,1428.81,0,Occasional
12598.0,2023-07-01 11:43:00,761,4,1584.3799999999999,0,Occasional
12599.0,2023-07-11 15:22:00,751,5,676.74,0,Occasional
12600.0,2023-07-17 10:53:00,745,7,1661.19,0,Occasional
12601.0,2023-06-03 10:17:00,789,5,577.0600000000001,0,Occasional
12604.0,2023-03-23 12:06:00,861,1,178.5,0,Occasional
12609.0,2023-06-06 15:31:00,786,2,800.73,0,Occasional
12613.0,2023-05-26 09:18:00,797,4,1462.52,0,Occasional
12614.0,2023-03-07 10:22:00,877,1,315.6,0,Occasional
12615.0,2023-06-24 13:35:00,768,1,634.74,0,Occasional
12616.0,2023-02-15 14:17:00,897,1,255.6,0,Occasional
12619.0,2023-07-14 12:12:00,748,4,1709.34,0,Occasional
12620.0,2023-05-19 12:10:00,804,1,561.66,0,Occasional
12621.0,2023-07-15 14:34:00,747,13,8600.23,0,Occasional
12622.0,2023-04-21 16:39:00,832,1,180.1,0,Occasional
12623.0,2023-03-08 13:50:00,876,1,305.1,0,Occasional
12624.0,2023-06-15 12:34:00,777,1,299.94,0,Occasional
12625.0,2023-05-12 09:54:00,811,2,2683.82,0,Occasional
12626.0,2023-07-21 15:14:00,741,4,3247.9,0,Occasional
12627.0,2023-08-02 09:29:00,729,2,1206.18,0,Occasional
12633.0,2023-08-02 09:35:00,729,3,1948.75,0,Occasional
12635.0,2023-07-08 08:43:00,754,1,683.64,0,Occasional
12637.0,2023-07-05 15:14:00,757,5,3054.1,0,Occasional
12639.0,2023-04-15 12:48:00,838,1,486.1,0,Occasional
12643.0,2023-06-20 14:17:00,772,5,2142.42,0,Occasional
12644.0,2023-08-02 10:33:00,729,1,477.91,0,Occasional
12645.0,2023-05-04 12:11:00,819,2,798.9,0,Occasional
12647.0,2023-07-07 13:54:00,755,8,2578.91,0,Occasional
12648.0,2023-07-08 11:55:00,754,1,318.05,0,Occasional
12649.0,2023-05-11 14:37:00,812,1,375.0,0,Occasional
12651.0,2023-01-09 12:46:00,934,1,114.0,0,Occasional
12652.0,2023-01-12 15:00:00,931,1,919.98,0,Occasional
12653.0,2023-07-14 10:41:00,748,2,2209.85,0,Occasional
12654.0,2023-05-26 10:43:00,797,3,337.75,0,Occasional
12656.0,2023-05-20 11:34:00,803,2,1659.6,0,Occasional
12662.0,2023-07-19 13:45:00,743,6,2269.7400000000002,0,Occasional
12664.0,2023-07-19 12:43:00,743,3,1957.48,0,Occasional
12665.0,2023-01-19 08:34:00,924,1,63.0,0,Occasional
12668.0,2023-03-25 14:53:00,859,3,2924.4700000000003,0,Occasional
12669.0,2023-07-12 09:54:00,750,3,2744.0299999999997,0,Occasional
12670.0,2023-05-24 09:25:00,799,2,1026.3899999999999,0,Occasional
12672.0,2023-01-14 09:20:00,929,1,225.89999999999998,0,Occasional
12673.0,2023-01-17 11:46:00,926,1,220.9,0,Occasional
12674.0,2023-06-22 09:43:00,770,2,976.8,0,Occasional
12676.0,2023-06-02 18:06:00,790,3,828.95,0,Occasional
12678.0,2023-07-13 11:48:00,749,7,6806.82,0,Occasional
12679.0,2023-05-18 12:18:00,805,2,906.38,0,Occasional
12681.0,2023-07-11 11:39:00,751,15,9866.58,0,Occasional
12682.0,2023-07-19 09:51:00,743,17,7085.84,0,Occasional
12683.0,2023-06-08 09:39:00,784,10,5086.93,0,Occasional
12684.0,2023-06-22 11:20:00,770,4,1379.48,0,Occasional
12686.0,2022-12-03 09:51:00,971,1,89.14,0,Occasional
12690.0,2023-05-18 09:09:00,805,1,389.01,0,Occasional
12691.0,2023-07-17 14:56:00,745,4,556.3,0,Occasional
12693.0,2023-05-12 08:52:00,811,3,630.77,0,Occasional
12694.0,2023-06-09 17:48:00,783,1,439.5,0,Occasional
12695.0,2023-05-13 13:15:00,810,1,89.25,0,Occasional
12697.0,2023-07-31 14:17:00,731,2,733.91,0,Occasional
12700.0,2023-07-06 13:14:00,756,2,2149.05,0,Occasional
12701.0,2023-04-11 13:02:00,842,1,337.08,0,Occasional
12704.0,2023-06-23 10:20:00,769,1,329.56,0,Occasional
12705.0,2023-07-04 14:36:00,758,4,4162.52,0,Occasional
12707.0,2023-02-21 08:38:00,891,1,603.42,0,Occasional
12708.0,2023-06-13 10:33:00,779,6,1627.94,0,Occasional
12709.0,2023-07-27 13:00:00,735,10,6469.11,0,Occasional
12710.0,2023-07-01 13:22:00,761,2,790.36,0,Occasional
12712.0,2023-07-15 13:10:00,747,10,3670.9300000000003,0,Occasional
12714.0,2023-06-13 11:41:00,779,3,2275.18,0,Occasional
12716.0,2023-07-29 13:28:00,733,1,677.9,0,Occasional
12717.0,2023-07-11 14:47:00,751,2,1030.98,0,Occasional
12720.0,2023-08-03 10:04:00,728,14,3207.1,0,Occasional
12721.0,2023-06-09 17:53:00,783,4,1698.91,0,Occasional
12722.0,2023-07-12 11:55:00,750,1,302.92,0,Occasional
12724.0,2023-06-19 13:37:00,773,2,280.36,0,Occasional
12725.0,2022-12-03 15:45:00,971,1,427.8,0,Occasional
12726.0,2023-06-08 10:10:00,784,5,1467.32,0,Occasional
12727.0,2023-06-05 15:29:00,787,5,2800.4,0,Occasional
12728.0,2023-03-27 13:07:00,857,3,617.31,0,Occasional
12731.0,2023-07-18 14:10:00,744,8,11324.25,0,Occasional
12732.0,2023-06-13 11:33:00,779,1,236.26000000000002,0,Occasional
12733.0,2023-04-19 16:19:00,834,1,383.95,0,Occasional
12734.0,2022-12-22 12:47:00,952,1,110.39999999999999,0,Occasional
12735.0,2023-01-28 13:37:00,915,2,779.5699999999999,0,Occasional
12736.0,2023-01-11 07:57:00,932,1,234.0,0,Occasional
12738.0,2022-12-02 18:27:00,972,1,155.35,0,Occasional
12743.0,2023-07-28 16:21:00,734,2,546.43,0,Occasional
12744.0,2023-07-18 11:55:00,744,5,14211.970000000001,0,Occasional
12747.0,2023-06-28 10:06:00,764,7,2467.7,0,Occasional
12748.0,2023-08-03 12:20:00,728,116,12844.31,0,Occasional
12749.0,2023-08-01 12:50:00,730,3,2755.23,0,Occasional
12750.0,2023-08-03 09:13:00,728,1,275.88,0,Occasional
12753.0,2023-07-27 09:32:00,735,5,16620.91,0,Occasional
12754.0,2023-04-18 09:00:00,835,3,3010.74,0,Occasional
12755.0,2023-03-04 12:42:00,880,2,3811.95,0,Occasional
12757.0,2023-07-20 12:05:00,742,7,5281.08,0,Occasional
12758.0,2023-03-08 12:05:00,876,1,1570.19,0,Occasional
12759.0,2023-06-21 09:26:00,771,2,1082.52,0,Occasional
12763.0,2023-07-24 14:12:00,738,2,494.08,0,Occasional
12764.0,2023-01-27 10:19:00,916,1,1693.88,0,Occasional
12766.0,2023-07-13 13:37:00,749,5,4952.1900000000005,0,Occasional
12769.0,2023-04-15 10:25:00,838,1,1143.6,0,Occasional
12770.0,2023-05-13 09:33:00,810,1,1351.45,0,Occasional
12775.0,2023-06-03 07:48:00,789,4,1164.68,0,Occasional
12778.0,2023-06-09 15:29:00,783,4,492.06,0,Occasional
12779.0,2023-06-03 10:37:00,789,7,2999.41,0,Occasional
12781.0,2023-02-28 08:43:00,884,1,549.26,0,Occasional
12782.0,2023-07-13 10:30:00,749,4,2078.67,0,Occasional
12785.0,2022-12-10 13:48:00,964,1,311.95,0,Occasional
12787.0,2023-05-31 09:36:00,792,1,158.1,0,Occasional
12790.0,2023-05-31 14:14:00,792,1,324.92,0,Occasional
12791.0,2022-12-01 11:27:00,973,1,192.60000000000002,0,Occasional
12792.0,2023-03-28 11:36:00,856,1,400.53999999999996,0,Occasional
12793.0,2023-01-09 12:12:00,934,2,545.48,0,Occasional
12797.0,2022-12-09 10:55:00,965,1,254.03,0,Occasional
12798.0,2023-06-22 10:11:00,770,1,1607.04,0,Occasional
12802.0,2023-06-06 09:36:00,786,1,427.58,0,Occasional
12808.0,2023-06-08 12:21:00,784,2,281.35,0,Occasional
12809.0,2023-06-15 10:51:00,777,1,489.31,0,Occasional
12811.0,2023-03-24 09:42:00,860,3,514.85,0,Occasional
12815.0,2023-07-15 10:21:00,747,2,1063.46,0,Occasional
12816.0,2023-06-16 13:24:00,776,1,318.65000000000003,0,Occasional
12817.0,2023-03-03 16:28:00,881,1,166.04,0,Occasional
12818.0,2023-03-23 12:06:00,861,1,1542.08,0,Occasional
12820.0,2023-01-17 12:34:00,926,1,170.46,0,Occasional
12821.0,2023-05-09 15:51:00,814,1,92.72,0,Occasional
12823.0,2023-03-30 10:36:00,854,3,994.5,0,Occasional
12826.0,2023-06-14 09:41:00,778,4,818.62,0,Occasional
12828.0,2023-08-01 16:16:00,730,1,227.0,0,Occasional
12829.0,2023-01-07 11:13:00,936,2,293.0,0,Occasional
12830.0,2023-07-28 17:18:00,734,4,5204.0,0,Occasional
12831.0,2023-03-22 13:02:00,862,1,215.05,0,Occasional
12833.0,2023-07-17 13:46:00,745,1,417.38,0,Occasional
12834.0,2023-03-02 09:49:00,882,1,312.38,0,Occasional
12836.0,2023-07-25 15:22:00,737,3,2112.53,0,Occasional
12837.0,2023-06-19 16:07:00,773,1,134.1,0,Occasional
12838.0,2022-12-01 11:57:00,973,1,390.79,0,Occasional
12839.0,2023-07-29 14:55:00,733,7,2353.37,0,Occasional
12840.0,2023-07-19 09:29:00,743,4,2726.77,0,Occasional
12841.0,2023-08-03 12:03:00,728,16,2736.1,0,Occasional
12842.0,2023-02-04 12:36:00,908,1,310.73,0,Occasional
12843.0,2023-07-03 12:21:00,759,7,1692.31,0,Occasional
12844.0,2023-08-01 13:11:00,730,1,174.88,0,Occasional
12845.0,2023-03-17 13:34:00,867,4,354.09,0,Occasional
12849.0,2023-03-16 12:26:00,868,1,704.5,0,Occasional
12852.0,2023-02-18 08:47:00,894,1,311.55,0,Occasional
12853.0,2023-07-28 11:29:00,734,6,1957.1000000000001,0,Occasional
12854.0,2023-04-12 14:17:00,841,2,810.37,0,Occasional
12855.0,2022-12-02 09:37:00,972,1,38.1,0,Occasional
12857.0,2023-05-13 10:20:00,810,2,1106.4,0,Occasional
12864.0,2023-07-24 13:03:00,738,1,147.12,0,Occasional
12866.0,2023-03-01 14:11:00,883,1,559.12,0,Occasional
12867.0,2023-06-27 15:04:00,765,5,2352.45,0,Occasional
12868.0,2023-06-07 10:42:00,785,6,1607.0600000000002,0,Occasional
12871.0,2023-05-16 13:32:00,807,1,132.0,0,Occasional
12872.0,2023-01-17 10:52:00,926,2,599.97,0,Occasional
12873.0,2023-03-02 14:58:00,882,1,374.0,0,Occasional
12875.0,2023-07-19 15:30:00,743,2,343.2300000000001,0,Occasional
12876.0,2023-05-27 13:34:00,796,1,726.43,0,Occasional
12877.0,2023-06-15 13:34:00,777,8,958.83,0,Occasional
12878.0,2023-04-17 13:07:00,836,2,854.99,0,Occasional
12881.0,2023-03-09 11:44:00,875,1,298.0,0,Occasional
12886.0,2023-05-04 11:21:00,819,1,775.0,0,Occasional
12888.0,2023-05-09 16:02:00,814,2,354.12,0,Occasional
12891.0,2023-06-07 12:31:00,785,3,331.0,0,Occasional
12897.0,2023-05-19 12:13:00,804,2,216.5,0,Occasional
12901.0,2023-07-29 11:56:00,733,18,10859.47,0,Occasional
12902.0,2023-03-20 12:06:00,864,1,138.68,0,Occasional
12904.0,2023-06-20 13:18:00,772,1,244.69,0,Occasional
12908.0,2023-06-16 15:39:00,776,2,750.0,0,Occasional
12909.0,2023-05-22 11:52:00,801,3,1528.37,0,Occasional
12910.0,2023-07-28 14:36:00,734,4,1486.9,0,Occasional
12913.0,2023-03-02 10:49:00,882,3,866.39,0,Occasional
12915.0,2023-07-14 11:34:00,748,2,363.65,0,Occasional
12916.0,2023-07-24 10:35:00,738,4,3006.15,0,Occasional
12919.0,2023-07-12 17:21:00,750,2,259.0,0,Occasional
12921.0,2023-08-01 10:03:00,730,22,8924.55,0,Occasional
12922.0,2023-07-01 15:35:00,761,1,405.38,0,Occasional
12924.0,2023-05-25 13:35:00,798,3,655.27,0,Occasional
12928.0,2023-07-15 08:09:00,747,3,1136.14,0,Occasional
12929.0,2023-02-01 12:08:00,911,1,117.85,0,Occasional
12930.0,2023-06-21 13:25:00,771,1,221.56,0,Occasional
12931.0,2023-05-20 10:04:00,803,7,3920.7,0,Occasional
12933.0,2023-06-21 16:13:00,771,2,357.49,0,Occasional
12935.0,2023-07-13 13:16:00,749,3,1219.32,0,Occasional
12937.0,2023-05-26 14:17:00,797,2,428.23,0,Occasional
12939.0,2023-07-24 12:51:00,738,4,7990.08,0,Occasional
12942.0,2023-07-31 14:39:00,731,3,683.9,0,Occasional
12944.0,2022-12-20 10:41:00,954,1,286.95,0,Occasional
12945.0,2023-02-24 14:15:00,888,1,462.95,0,Occasional
12947.0,2023-07-19 10:06:00,743,6,1603.99,0,Occasional
12948.0,2023-05-09 10:13:00,814,3,886.26,0,Occasional
12949.0,2023-08-01 13:03:00,730,6,3023.67,0,Occasional
12951.0,2023-06-19 10:35:00,773,5,751.78,0,Occasional
12955.0,2023-07-19 10:49:00,743,5,1346.9199999999998,0,Occasional
12956.0,2023-02-06 16:08:00,906,1,108.07,0,Occasional
12957.0,2023-06-06 13:43:00,786,4,1715.29,0,Occasional
12963.0,2022-12-09 09:14:00,965,1,365.8,0,Occasional
12967.0,2022-12-16 19:10:00,958,2,1660.9,0,Occasional
12970.0,2023-01-21 14:21:00,922,2,23.8,0,Occasional
12971.0,2023-07-29 10:32:00,733,56,7139.6,0,Occasional
12974.0,2023-05-26 09:33:00,797,1,144.8,0,Occasional
12976.0,2023-05-12 09:55:00,811,1,738.6,0,Occasional
12977.0,2023-07-06 16:40:00,756,1,39.239999999999995,0,Occasional
12980.0,2023-07-05 09:34:00,757,9,7374.900000000001,0,Occasional
12981.0,2023-07-29 14:14:00,733,1,187.18,0,Occasional
12982.0,2023-04-11 11:51:00,842,1,390.54,0,Occasional
12987.0,2023-05-26 12:00:00,797,1,304.3,0,Occasional
12988.0,2023-02-20 14:31:00,892,1,535.32,0,Occasional
12989.0,2023-07-05 09:16:00,757,8,4469.14,0,Occasional
12990.0,2023-06-07 14:27:00,785,2,263.9,0,Occasional
12993.0,2023-05-16 10:28:00,807,2,175.29999999999998,0,Occasional
12994.0,2023-03-16 08:31:00,868,1,352.6,0,Occasional
12997.0,2023-04-17 13:02:00,836,2,608.47,0,Occasional
12999.0,2023-05-27 13:24:00,796,3,455.88,0,Occasional
13000.0,2023-03-25 10:14:00,859,2,458.53000000000003,0,Occasional
13001.0,2023-07-04 16:08:00,758,11,8615.42,0,Occasional
13002.0,2023-01-25 15:18:00,918,1,120.94999999999999,0,Occasional
13003.0,2023-07-11 13:06:00,751,2,89.05000000000001,0,Occasional
13004.0,2023-07-29 16:24:00,733,11,3457.02,0,Occasional
13005.0,2023-06-19 10:53:00,773,2,513.7,0,Occasional
13008.0,2023-01-20 14:24:00,923,1,229.46999999999997,0,Occasional
13011.0,2022-12-02 17:22:00,972,1,50.550000000000004,0,Occasional
13012.0,2023-07-14 09:58:00,748,4,1012.3100000000001,0,Occasional
13013.0,2023-07-28 09:19:00,734,6,2933.13,0,Occasional
13014.0,2023-06-23 15:07:00,769,4,1788.78,0,Occasional
13015.0,2023-05-26 16:25:00,797,4,1763.04,0,Occasional
13018.0,2023-07-31 11:46:00,731,16,4536.89,0,Occasional
13021.0,2023-06-26 11:53:00,766,4,1152.47,0,Occasional
13023.0,2023-08-02 09:34:00,729,1,336.40000000000003,0,Occasional
13026.0,2023-05-03 10:51:00,820,2,243.71999999999997,0,Occasional
13027.0,2023-07-07 12:04:00,755,5,5376.0,0,Occasional
13029.0,2023-07-24 11:37:00,738,2,773.1999999999999,0,Occasional
13030.0,2022-12-06 14:31:00,968,1,427.74,0,Occasional
13033.0,2022-12-17 14:23:00,957,1,190.55,0,Occasional
13034.0,2022-12-05 14:52:00,969,1,165.86,0,Occasional
13035.0,2023-03-24 09:21:00,860,1,333.0,0,Occasional
13037.0,2023-07-24 15:46:00,738,3,881.07,0,Occasional
13038.0,2023-06-09 10:31:00,783,2,591.76,0,Occasional
13043.0,2023-03-11 14:52:00,873,1,516.42,0,Occasional
13044.0,2023-02-21 15:20:00,891,1,560.47,0,Occasional
13046.0,2023-03-18 15:43:00,866,1,197.72,0,Occasional
13047.0,2023-06-19 13:56:00,773,7,2234.08,0,Occasional
13048.0,2023-04-15 13:31:00,838,2,939.92,0,Occasional
13049.0,2023-01-25 16:33:00,918,1,153.78,0,Occasional
13050.0,2023-07-14 17:40:00,748,11,3798.5099999999998,0,Occasional
13052.0,2023-05-11 14:12:00,812,1,348.15000000000003,0,Occasional
13055.0,2023-05-10 08:58:00,813,1,344.86,0,Occasional
13058.0,2023-07-11 12:01:00,751,1,47.550000000000004,0,Occasional
13059.0,2023-04-04 10:40:00,849,1,183.4,0,Occasional
13060.0,2023-03-31 11:37:00,853,1,307.53,0,Occasional
13062.0,2023-06-01 15:12:00,791,1,346.98,0,Occasional
13064.0,2023-07-10 11:34:00,752,2,659.25,0,Occasional
13065.0,2022-12-01 16:52:00,973,1,205.86,0,Occasional
13068.0,2023-01-24 08:20:00,919,1,165.0,0,Occasional
13069.0,2023-07-12 12:02:00,750,17,3211.97,0,Occasional
13070.0,2023-05-31 13:45:00,792,1,228.8,0,Occasional
13072.0,2023-03-18 08:12:00,866,1,177.15,0,Occasional
13075.0,2023-08-02 10:19:00,729,1,919.61,0,Occasional
13077.0,2023-02-22 16:19:00,890,3,577.44,0,Occasional
13078.0,2023-07-22 09:55:00,740,13,5816.51,0,Occasional
13079.0,2023-07-22 14:41:00,740,1,23.8,0,Occasional
13080.0,2023-06-13 14:59:00,779,1,58.08,0,Occasional
13081.0,2023-07-19 11:47:00,743,8,18870.12,2,Regular
13082.0,2023-07-05 15:44:00,757,8,3523.63,0,Occasional
